paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
603000100,42663100,0,0,6,3,0,迷宫装备,,,狮吼铠,狮吼铠,human_robot_icon_atlas_0,42603004,42603100,604,0
603000101,42663101,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000102,42663102,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000103,42663103,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000104,42663104,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000105,42663105,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000106,42663106,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000107,42663107,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000108,42663108,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000109,42663109,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000110,42663110,0,0,6,3,0,迷宫装备,,,灵蛇铠,灵蛇铠,human_robot_icon_atlas_0,42603004,42603110,604,0
603000111,42663111,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000112,42663112,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000113,42663113,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000114,42663114,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000115,42663115,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000116,42663116,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000117,42663117,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000118,42663118,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000119,42663119,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000120,42663120,0,0,6,3,0,迷宫装备,,,朱雀铠,朱雀铠,human_robot_icon_atlas_0,42603004,42603120,604,0
603000121,42663121,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000122,42663122,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000123,42663123,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000124,42663124,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000125,42663125,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000126,42663126,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000127,42663127,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000128,42663128,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000129,42663129,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000130,42663130,0,0,6,3,0,迷宫装备,,,龙形铠,龙形铠,human_robot_icon_atlas_0,42603004,42603130,604,0
603000131,42663131,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000132,42663132,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000133,42663133,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000134,42663134,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000135,42663135,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000136,42663136,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000137,42663137,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000138,42663138,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000139,42663139,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000140,42663140,0,0,6,3,0,迷宫装备,,,龙王铠,龙王铠,human_robot_icon_atlas_0,42603004,42603140,604,0
603000141,42663141,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000142,42663142,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000143,42663143,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000144,42663144,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000145,42663145,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000146,42663146,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000147,42663147,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000148,42663148,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000149,42663149,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000150,42663150,0,0,6,3,0,迷宫装备,,,龙皇铠,龙皇铠,human_robot_icon_atlas_0,42603004,42603150,604,0
603000151,42663151,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000152,42663152,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000153,42663153,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000154,42663154,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000155,42663155,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000156,42663156,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000157,42663157,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000158,42663158,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000159,42663159,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
603000160,42663160,0,0,6,3,0,迷宫装备,,,龙神铠,龙神铠,human_robot_icon_atlas_0,42603004,42603160,604,0
606000001,42666001,0,0,6,6,0,迷宫装备,,,布鞋,铁履,human_robot_icon_atlas_0,42606001,42606001,201,0
606000002,42666002,0,0,6,6,0,迷宫装备,,,布鞋,青钢履,human_robot_icon_atlas_0,42606002,42606002,301,0
606000003,42666003,0,0,6,6,0,迷宫装备,,,布鞋,流云履,human_robot_icon_atlas_0,42606003,42606003,401,0
606000004,42666004,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606004,601,0
606000005,42666005,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606010,601,0
606000006,42666006,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606010,601,0
606000007,42666007,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606010,601,0
606000008,42666008,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606010,601,0
606000009,42666009,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606010,601,0
606000010,42666010,0,0,6,6,0,迷宫装备,,,布鞋,飞虹履,human_robot_icon_atlas_0,42606004,42606010,601,0
606000011,42666011,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000012,42666012,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000013,42666013,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000014,42666014,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000015,42666015,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000016,42666016,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000017,42666017,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000018,42666018,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000019,42666019,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000020,42666020,0,0,6,6,0,迷宫装备,,,铁履,铁履,human_robot_icon_atlas_0,42606004,42606020,601,0
606000021,42666021,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000022,42666022,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000023,42666023,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000024,42666024,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000025,42666025,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000026,42666026,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000027,42666027,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000028,42666028,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000029,42666029,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000030,42666030,0,0,6,6,0,迷宫装备,,,青钢履,青钢履,human_robot_icon_atlas_0,42606004,42606030,601,0
606000031,42666031,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000032,42666032,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000033,42666033,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000034,42666034,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000035,42666035,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000036,42666036,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000037,42666037,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000038,42666038,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000039,42666039,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000040,42666040,0,0,6,6,0,迷宫装备,,,流云履,流云履,human_robot_icon_atlas_0,42606004,42606040,601,0
606000041,42666041,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000042,42666042,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000043,42666043,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000044,42666044,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000045,42666045,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000046,42666046,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000047,42666047,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000048,42666048,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000049,42666049,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000050,42666050,0,0,6,6,0,迷宫装备,,,飞虹履,飞虹履,human_robot_icon_atlas_0,42606004,42606050,601,0
606000051,42666051,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000052,42666052,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000053,42666053,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000054,42666054,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000055,42666055,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000056,42666056,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000057,42666057,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000058,42666058,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000059,42666059,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000060,42666060,0,0,6,6,0,迷宫装备,,,紫金履,紫金履,human_robot_icon_atlas_0,42606004,42606060,601,0
606000061,42666061,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000062,42666062,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000063,42666063,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000064,42666064,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000065,42666065,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000066,42666066,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000067,42666067,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000068,42666068,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000069,42666069,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000070,42666070,0,0,6,6,0,迷宫装备,,,巨神履,巨神履,human_robot_icon_atlas_0,42606004,42606070,601,0
606000071,42666071,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000072,42666072,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000073,42666073,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000074,42666074,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000075,42666075,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000076,42666076,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000077,42666077,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000078,42666078,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000079,42666079,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000080,42666080,0,0,6,6,0,迷宫装备,,,天罡履,天罡履,human_robot_icon_atlas_0,42606004,42606080,601,0
606000081,42666081,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000082,42666082,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000083,42666083,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000084,42666084,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000085,42666085,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000086,42666086,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000087,42666087,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000088,42666088,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000089,42666089,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000090,42666090,0,0,6,6,0,迷宫装备,,,雷神履,雷神履,human_robot_icon_atlas_0,42606004,42606090,601,0
606000091,42666091,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000092,42666092,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000093,42666093,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000094,42666094,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000095,42666095,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000096,42666096,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000097,42666097,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000098,42666098,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000099,42666099,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000100,42666100,0,0,6,6,0,迷宫装备,,,狮吼履,狮吼履,human_robot_icon_atlas_0,42606004,42606100,601,0
606000101,42666101,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000102,42666102,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000103,42666103,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000104,42666104,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000105,42666105,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000106,42666106,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000107,42666107,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000108,42666108,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000109,42666109,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000110,42666110,0,0,6,6,0,迷宫装备,,,灵蛇履,灵蛇履,human_robot_icon_atlas_0,42606004,42606110,601,0
606000111,42666111,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000112,42666112,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000113,42666113,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000114,42666114,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000115,42666115,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000116,42666116,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000117,42666117,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000118,42666118,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000119,42666119,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000120,42666120,0,0,6,6,0,迷宫装备,,,朱雀履,朱雀履,human_robot_icon_atlas_0,42606004,42606120,601,0
606000121,42666121,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000122,42666122,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000123,42666123,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000124,42666124,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000125,42666125,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000126,42666126,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000127,42666127,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000128,42666128,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000129,42666129,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000130,42666130,0,0,6,6,0,迷宫装备,,,龙形履,龙形履,human_robot_icon_atlas_0,42606004,42606130,601,0
606000131,42666131,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000132,42666132,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000133,42666133,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000134,42666134,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000135,42666135,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000136,42666136,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000137,42666137,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000138,42666138,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000139,42666139,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000140,42666140,0,0,6,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
606000141,42666141,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000142,42666142,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000143,42666143,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000144,42666144,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000145,42666145,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000146,42666146,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000147,42666147,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000148,42666148,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000149,42666149,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000150,42666150,0,0,6,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
606000151,42666151,0,0,6,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
606000152,42666152,0,0,6,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
606000153,42666153,0,0,6,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
606000154,42666154,0,0,6,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
