paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
700100106,7001,10,5,700100106,1,0,5120300:1_5120301:-3000_9201:3000_3041501:1,火焰陨石冷却,火焰陨石冷却-30%,,SkillBuffIcon_atlas0,3560002
700100107,7001,11,5,700100107,1,0,5100301:1000_5100302:8000_9201:3000_3041501:1,火焰陨石范围,陨石落地爆炸范围+40%,,SkillBuffIcon_atlas0,3560002
700100108,7001,12,6,700100108,1,0,5100700:1_5100701:2_5100501:5000_9201:3000_3041501:1,终极火焰陨石,火焰陨石伤害+50%，陨石数量+2,,SkillBuffIcon_atlas0,3560003
700200001,7002,1,1,0,1,100,3070000:1_7000304:4000_9201:3000,电刃,攻击附带40%电属性伤害,,SkillBuffIcon_atlas0,3570001
700200101,7002,2,2,700200101,1,200,3070001:8000_9201:3000,电元素强化,电属性伤害+80%,,SkillBuffIcon_atlas0,3570001
700200102,7002,3,3,700200102,1,300,3070001:9000_9201:3000,电元素强化+,电属性伤害+90%,,SkillBuffIcon_atlas0,3570001
700200112,7002,4,3,700200112,1,400,3070001:10000_9201:3000,电元素强化++,电属性伤害+100%,,SkillBuffIcon_atlas0,3570001
700200122,7002,5,3,700200122,15,500,3070001:12000_9201:3000,电元素强化+++,电属性伤害+120%,,SkillBuffIcon_atlas0,3570001
700200132,7002,6,3,700200132,1,5000000,3070001:30000_9201:3000,终极电元素强化,电属性伤害+300%,,SkillBuffIcon_atlas0,3570001
700200103,7002,7,2,700200103,1,0,7000504:1_5200701:4500_5200702:1000_9201:3000_3041501:1,麻痹,攻击有45%概率造成1秒麻痹,,SkillBuffIcon_atlas0,3570003
700200104,7002,8,4,700200104,1,0,5200100:1_5200101:1_5200500:1_9201:3000_3041501:1,落雷,学习落雷技能,,SkillBuffIcon_atlas0,3570002
700200105,7002,9,5,700200105,1,0,5200501:5000_9201:3000_3041501:1,落雷伤害,落雷伤害+50%,,SkillBuffIcon_atlas0,3570003
700200106,7002,10,5,700200106,1,0,5220300:1_5220301:-3000_9201:3000_3041501:1,落雷冷却,落雷冷却-30%,,SkillBuffIcon_atlas0,3570003
700200107,7002,11,5,700200107,1,0,5200300:1_5200301:2_9201:3000_3041501:1,落雷数量,落雷数量+2,,SkillBuffIcon_atlas0,3570003
700200108,7002,12,6,700200108,1,0,5200501:10000_5200301:6_9201:3000_3041501:1,终极落雷,落雷伤害+100%，落雷数量+6,,SkillBuffIcon_atlas0,3570002
700400001,7004,1,1,0,1,0,7000305:5000_9201:3000,精致之刃,攻击伤害+50%,,SkillBuffIcon_atlas1,3600004
700400002,7004,2,2,700400002,1,0,7000305:5000_9201:3000,强化精致之刃,攻击伤害+50%,,SkillBuffIcon_atlas2,3600004
700400003,7004,3,3,700400003,1,0,7000305:6000_9201:3000,强化精致之刃+,攻击伤害+60%,,SkillBuffIcon_atlas3,3600004
700400004,7004,4,4,700400004,1,0,7000305:7500_9201:3000,强化精致之刃++,攻击伤害+75%,,SkillBuffIcon_atlas4,3600004
700400101,7004,5,1,0,1,0,3041501:1_7000100:1_7000101:-1000_9201:3000,分裂攻击,攻击目标+1，攻击伤害-10%,,SkillBuffIcon_atlas5,3610003
700400102,7004,6,2,700400102,1,0,3041501:1_7000101:-1000_9201:3000,强化分裂攻击,攻击目标+1，攻击伤害-10%,,SkillBuffIcon_atlas6,3610003
700400103,7004,7,3,700400103,1,0,3041501:2_7000101:-1500_9201:3000,强化分裂攻击+,攻击目标+2，攻击伤害-15%,,SkillBuffIcon_atlas7,3610003
700400104,7004,8,4,700400104,1,0,3041501:3_7000101:-2000_9201:3000,强化分裂攻击++,攻击目标+3，攻击伤害-20%,,SkillBuffIcon_atlas8,3610003
600100001,6001,1,1,0,1,200,920031:1,闪电链,学习闪电链技能,,SkillBuffIcon_atlas0,shandianlian
600100101,6001,2,2,600100101,2,200,3070301:6000_3070701:6000,闪电增伤,电系伤害+60%,,SkillBuffIcon_atlas0,shandianzengshang
600100102,6001,3,2,600100102,2,200,1920031:-1200,快速充电,闪电链冷却-30%,,SkillBuffIcon_atlas0,shandianlian
600100103,6001,4,2,600100103,2,200,5200701:2000,强化麻痹,闪电链造成麻痹概率+20%,,SkillBuffIcon_atlas0,mabi
600100201,6001,5,3,600100201,2,400,5920031:3,多重弹射,闪电链弹射次数+3,,SkillBuffIcon_atlas0,shandianlian
600100202,6001,6,3,600100202,1,400,920032:1,电环,释放一圈电环,,SkillBuffIcon_atlas0,dianhuan
600100203,6001,7,3,600100203,1,400,920033:1,雷暴云,召唤持续6秒的雷暴云，每秒随机劈下闪电对敌人造成伤害,,SkillBuffIcon_atlas0,leibaoyun
600100301,6001,8,4,600100301,2,600,7920032:6800_9920032:6800_13920032:1,过载,电环伤害+80%,,SkillBuffIcon_atlas0,dianhuan
600100302,6001,9,4,600100302,1,600,4920032:2730,静电力场,电环范围+65%,,SkillBuffIcon_atlas0,dianhuan
600100303,6001,10,4,600100303,2,600,1920033:-3500,麻痹时间,雷暴云冷却-35%,,SkillBuffIcon_atlas0,leibaoyun
600100401,6001,11,5,600100401,2,800,7920031:12000_9920031:12000_13920031:1,高能力场,闪电链伤害+100%,,SkillBuffIcon_atlas0,shandianlian
600100501,6001,12,6,600100501,1,1600,12920031:500_920034:1,连环闪电,闪电链每弹射一次，伤害+5%；击杀敌人时再次释放闪电链,,SkillBuffIcon_atlas0,shandianlian
600200001,6002,1,1,0,1,200,3070000:1_7000304:5000_5200711:2000,高能电刃,普攻附加额外闪电伤害，且有20%概率使目标麻痹,,SkillBuffIcon_atlas0,gaonengdianren
600200101,6002,2,2,600200101,2,200,3070301:6000_3070701:6000,闪电增伤,电系伤害+60%,,SkillBuffIcon_atlas0,shandianzengshang
600200102,6002,3,2,600200102,2,200,920051:1_7000314:1_7920051:5500_9920051:5500,电弧,电刃附加电弧，对附近敌人造成溅射伤害,,SkillBuffIcon_atlas0,dianhu
600200103,6002,4,2,600200103,2,200,5200711:2000,强化麻痹,电刃造成麻痹概率+20%,,SkillBuffIcon_atlas0,mabi
600200201,6002,5,3,600200201,2,400,7920051:3300_9920051:3300_7000314:1,电能强化,电弧伤害+60%,,SkillBuffIcon_atlas0,dianhu
600200202,6002,6,3,600200202,1,400,920053:1,电刃强化,每攻击3次，向前方劈出一道超强电刃,,SkillBuffIcon_atlas0,gaonengdianren
600200203,6002,7,3,600200203,1,400,920052:1_72005201:2500,雷神附体,攻击时有几率向周围释放电波,,SkillBuffIcon_atlas0,leishenfuti
600200301,6002,8,4,600200301,2,600,14920053:1,超级电刃,超强电刃数量+1,,SkillBuffIcon_atlas0,gaonengdianren
600200302,6002,9,4,600200302,1,600,4920053:4500,远程打击,超强电刃攻击距离+75%,,SkillBuffIcon_atlas0,gaonengdianren
600200303,6002,10,4,600200303,2,600,72005201:1500,雷神降世,雷神附体概率+15%,,SkillBuffIcon_atlas0,leishenfuti
600200401,6002,11,5,600200401,2,800,7920053:5400_9920053:5400,电刃增伤,超强电刃伤害+90%,,SkillBuffIcon_atlas0,gaonengdianren
600200501,6002,12,6,600200501,1,1600,920054:1,天罚,每击杀一个敌人，会劈出一道超强电刃,,SkillBuffIcon_atlas0,gaonengdianren
