paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
618,101,130187,"37.5,0,51",5,3,"0,270,0","37,10.00313,53_37,10.00313,49_38,10.00313,49_38,10.00313,53",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv3_co01.prefab,,,13,0,,0,0,0,10310,0,0,,,,0,,0
619,101,130188,"26,0,41",5,3,"0,90,0","26.5,10.00313,39_26.5,10.00313,43_25.5,10.00313,43_25.5,10.00313,39",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv3_co01.prefab,,,13,0,,0,0,0,10401,0,0,,,,0,,0
620,101,130190,"51,0,45",6,0,"0,0,0","52,10.00313,46_50,10.00313,46_50,10.00313,44_52,10.00313,44",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Jiguan_01.prefab,,"130191,130192,130193",13,0,,0,0,0,0,0,0,,,,0,,0
621,101,130191,"48,0,36",7,0,"0,90,0","49,10.00313,34.5_49,10.00313,37.5_47,10.00313,37.5_47,10.00313,34.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Fuqiao_01.prefab,130190,,13,0,,0,0,0,0,0,0,,,,0,,0
622,101,130192,"50,0,36",7,0,"0,90,0","51,10.00313,34.5_51,10.00313,37.5_49,10.00313,37.5_49,10.00313,34.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Fuqiao_01.prefab,130190,,13,0,,0,0,0,0,0,0,,,,0,,0
623,101,130194,"40,0,47",48,0,"0,90,0","42.8,10.00313,46_42.8,10.00313,48_38.8,10.00313,48_38.8,10.00313,46",0,"1,1,1",Prefab/PuzzleMap/Prop/P_DaPao_1.prefab,130196,130195,13,0,,0,0,0,0,0,0,,,,0,,0
624,101,130195,"45,0,47",49,0,"0,0,0","47,10.00313,48_43,10.00313,48_43,10.00313,46_47,10.00313,46",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ShiKuai_A.prefab,130194,,13,0,,0,0,0,0,0,0,,,,0,,0
625,101,130196,"27,0,47",50,0,"0,0,0","27.75,10.00313,47.75_26.25,10.00313,47.75_26.25,10.00313,46.25_27.75,10.00313,46.25",0,"1,1,1",Prefab/PuzzleMap/Prop/P_PaoDan_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
626,101,130197,"33,0,34.5",10,0,"0,0,0","35,10.00313,35.1_31,10.00313,35.1_31,10.00313,33.9_35,10.00313,33.9",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaYao_1.prefab,130198,,13,0,,0,0,0,0,0,0,,,,0,,0
627,101,130198,"40,0,51",11,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_HuDun_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
628,101,130199,"48,0,50",71,0,"0,0,0","48.5,10.00313,50.5_47.5,10.00313,50.5_47.5,10.00313,49.5_48.5,10.00313,49.5",0,"1,1,1",Prefab/RoleShow/SkinShow/Weapon/humanRot/jm_dao_01.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
629,101,130200,"54,0,36",66,0,"0,0,0","54.5,10.00313,36.5_53.5,10.00313,36.5_53.5,10.00313,35.5_54.5,10.00313,35.5",0,"1,1,1",Prefab/humanRot/Prop1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
630,101,130201,"33,0,32",72,0,"0,0,0","33.5,10.00313,32.5_32.5,10.00313,32.5_32.5,10.00313,31.5_33.5,10.00313,31.5",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
631,101,130214,"51,0,25",16,8,"0,180,0","49,10.00313,24.5_53,10.00313,24.5_53,10.00313,25.5_49,10.00313,25.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,"130215,130217",,13,0,,0,0,0,0,0,0,,,,0,,0
632,101,130215,"56,0,24",52,2,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Box_DiKuai_Fire.prefab,130216,130214,13,0,,0,0,0,0,0,0,,,,0,,0
633,101,130216,"54,0,18",51,2,"0,0,0","55,10.00313,19_53,10.00313,19_53,10.00313,17_55,10.00313,17",1,"1,1,1",Prefab/PuzzleMap/Prop/P_PushBox_3.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
634,101,130217,"58,0,18",52,4,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Box_DiKuai_Ice.prefab,130218,130214,13,0,,0,0,0,0,0,0,,,,0,,0
635,101,130218,"54,0,22",51,4,"0,0,0","55,10.00313,23_53,10.00313,23_53,10.00313,21_55,10.00313,21",1,"1,1,1",Prefab/PuzzleMap/Prop/P_PushBox_2.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
636,101,130221,"50,0,16",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
637,101,130222,"52,0,16",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
638,101,130223,"54,0,16",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
639,101,130224,"56,0,16",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
640,101,130227,"58,0,16",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
641,101,130228,"50,0,18",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
642,101,130229,"58,0,20",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
643,101,130230,"58,0,22",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
644,101,130233,"58,0,24",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
645,101,130235,"52,0,24",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
646,101,130236,"54,0,24",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
647,101,130237,"50,0,24",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
648,101,130240,"50,0,22",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
649,101,130241,"50,0,20",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
650,101,130242,"54,0,20",15,0,"0,0,0","55,10.00313,21_53,10.00313,21_53,10.00313,19_55,10.00313,19",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
651,101,130245,"45,0,17",5,1,"0,270,0","44.5,10.00313,19_44.5,10.00313,15_45.5,10.00313,15_45.5,10.00313,19",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,13,0,,0,0,0,10304,0,0,,,,0,,0
652,101,130297,"31,0,18.4014873504639",27,0,"0,0,0","32,5.999788,19.40149_30,5.999788,19.40149_30,5.999788,17.40149_32,5.999788,17.40149",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Rope_2.prefab,130298,,13,0,,0,0,0,0,0,0,,,,0,,0
653,101,130298,"17,0,23",26,0,"0,0,0","18,10.00313,24_16,10.00313,24_16,10.00313,22_18,10.00313,22",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Rope_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
654,101,130301,"18.5,0,27",55,0,"0,90,0","19.5,10.00313,25_19.5,10.00313,29_17.5,10.00313,29_17.5,10.00313,25",1,"1,1,1",Prefab/PuzzleMap/Prop/P_StoneWall_1.prefab,130302,0,13,0,,0,0,0,0,0,0,,,,0,,0
655,101,130302,"15,0,19",53,0,"0,0,0","15.5,10.00313,19.5_14.5,10.00313,19.5_14.5,10.00313,18.5_15.5,10.00313,18.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Gaotou_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
656,101,130303,"51.0424385070801,0,27",72,0,"0,0,0","51.54244,10.00313,27.5_50.54244,10.00313,27.5_50.54244,10.00313,26.5_51.54244,10.00313,26.5",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
657,101,130305,"25.0464687347412,0,36.9822959899902",72,5,"0,0,0","25.54647,10.00313,37.4823_24.54647,10.00313,37.4823_24.54647,10.00313,36.4823_25.54647,10.00313,36.4823",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
658,101,130306,"22,0,38",33,0,"0,90,0","23,10.00313,34.5_23,10.00313,41.5_21,10.00313,41.5_21,10.00313,34.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
659,101,130307,"18,0,39.8209991455078",33,0,"0,0,0","21.5,10.00313,40.821_14.5,10.00313,40.821_14.5,10.00313,38.821_21.5,10.00313,38.821",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
660,101,130308,"12,0,44",33,0,"0,0,0","15.5,10.00313,45_8.5,10.00313,45_8.5,10.00313,43_15.5,10.00313,43",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
661,101,130309,"17,0,44",33,0,"0,90,0","18,10.00313,40.5_18,10.00313,47.5_16,10.00313,47.5_16,10.00313,40.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
662,101,130310,"20,0,46",15,0,"0,0,0","21,10.00313,47_19,10.00313,47_19,10.00313,45_21,10.00313,45",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
663,101,130311,"10,0,46",15,0,"0,0,0","11,10.00313,47_9,10.00313,47_9,10.00313,45_11,10.00313,45",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
664,101,130312,"15,0,38",15,0,"0,0,0","16,10.00313,39_14,10.00313,39_14,10.00313,37_16,10.00313,37",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
665,101,130314,"24,0,69",41,0,"0,0,0","26,8.00298,71_22,8.00298,71_22,8.00298,67_26,8.00298,67",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,130315,,13,0,,0,0,0,0,0,0,,,,0,,0
666,101,130315,"30,0,70",42,0,"0,0,0","31.1,10.00313,71.1_28.9,10.00313,71.1_28.9,10.00313,68.9_31.1,10.00313,68.9",1,"1,1,1",Prefab/PuzzleMap/Prop/P_HugeRock_2_Keng.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
667,101,130316,"37.0073318481445,0,58.5",5,1,"0,0,0","39.00733,10.00313,59_35.00733,10.00313,59_35.00733,10.00313,58_39.00733,10.00313,58",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,13,0,,0,0,0,10403,0,0,,,,0,,0
668,101,130317,"22,0,63",5,1,"0,90,0","22.5,8.00298,61_22.5,8.00298,65_21.5,8.00298,65_21.5,8.00298,61",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,13,0,,0,0,0,10402,0,0,,,,0,,0
669,101,130318,"45,0,75.5",5,2,"0,180,0","43,10.00313,75_47,10.00313,75_47,10.00313,76_43,10.00313,76",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,13,0,,0,0,0,20201,0,0,,,,0,,0
670,101,130319,"51.1719284057617,0,75",5,2,"0,180,0","49.17193,10.00313,74.5_53.17193,10.00313,74.5_53.17193,10.00313,75.5_49.17193,10.00313,75.5",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,13,0,,0,0,0,20301,0,0,,,,0,,0
671,101,130320,"59.5,0,65.0000076293945",5,2,"0,270,0","59,10.00313,67.00001_59,10.00313,63.00001_60,10.00313,63.00001_60,10.00313,67.00001",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,13,0,,0,0,0,20302,0,0,,,,0,,0
672,101,130321,"59.5,0,79",5,1,"0,270,0","59,10.00313,81_59,10.00313,77_60,10.00313,77_60,10.00313,81",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,13,0,,0,0,0,20304,0,0,,,,0,,0
673,101,130322,"50,0,87",5,2,"0,90,0","50.5,10.00313,85_50.5,10.00313,89_49.5,10.00313,89_49.5,10.00313,85",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,13,0,,0,0,0,20303,0,0,,,,0,,0
674,101,130323,"26.0996761322021,0,72.9077987670898",66,0,"0,0,0","26.59968,8.00298,73.4078_25.59968,8.00298,73.4078_25.59968,8.00298,72.4078_26.59968,8.00298,72.4078",0,"1,1,1",Prefab/humanRot/Prop1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
675,101,130324,"67.9957885742188,0,84.9956207275391",71,0,"0,0,0","68.49579,14.00317,85.49562_67.49579,14.00317,85.49562_67.49579,14.00317,84.49562_68.49579,14.00317,84.49562",0,"1,1,1",Prefab/RoleShow/SkinShow/Weapon/humanRot/jm_dao_01.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
676,101,130325,"62.8978004455566,0,78.9105834960938",72,0,"0,0,0","63.3978,10.00313,79.41058_62.3978,10.00313,79.41058_62.3978,10.00313,78.41058_63.3978,10.00313,78.41058",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
677,101,130330,"36.9358062744141,0,56.0742530822754",72,5,"0,0,0","37.43581,10.00313,56.57425_36.43581,10.00313,56.57425_36.43581,10.00313,55.57425_37.43581,10.00313,55.57425",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
678,101,130331,"50.9637603759766,0,62.0233955383301",72,5,"0,0,0","51.46376,10.00313,62.5234_50.46376,10.00313,62.5234_50.46376,10.00313,61.5234_51.46376,10.00313,61.5234",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
679,101,130332,"49,0,65",16,10,"0,270,0","48.5,10.00313,67_48.5,10.00313,63_49.5,10.00313,63_49.5,10.00313,67",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Door_01.prefab,0,,13,0,,0,0,0,0,0,0,,,1000,0,,0
680,101,130333,"47,0,77",45,0,"0,270,0","45.75,10.00313,78_45.75,10.00313,76_48.75,10.00313,76_48.75,10.00313,78",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGfasheqi.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
681,101,130335,"33,0,73",47,0,"0,90,0","34.75,10.00313,72_34.75,10.00313,74_31.75,10.00313,74_31.75,10.00313,72",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGJieshouqi.prefab,,130337,13,0,,0,0,0,0,0,0,,,,0,,0
682,101,130336,"41,0,73",46,0,"0,0,0","42,10.00313,74_40,10.00313,74_40,10.00313,72_42,10.00313,72",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGjingzi.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
683,101,130337,"33,0,69",16,7,"0,90,0","33.5,10.00313,67_33.5,10.00313,71_32.5,10.00313,71_32.5,10.00313,67",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,130335,,13,0,,0,0,0,0,0,0,,,,0,,0
684,101,130347,"41,0,77",46,0,"0,90,0","42,10.00313,76_42,10.00313,78_40,10.00313,78_40,10.00313,76",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGjingzi.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
685,101,130254,"60,0,74",29,0,"0,0,0","60.75,12.00302,75.25_59.25,12.00302,75.25_59.25,12.00302,72.75_60.75,12.00302,72.75",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ShuZhuang_1.prefab,,130255,13,0,,0,0,0,0,0,0,,,,0,,0
686,101,130255,"56,0,74",28,0,"0,0,0","58,10.00313,77_54,10.00313,77_54,10.00313,71_58,10.00313,71",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,130254,,13,0,,0,0,0,0,0,0,,,,0,,0
687,101,130260,"37,0,83",30,0,"0,180,0","35,10.00313,82.5_39,10.00313,82.5_39,10.00313,83.5_35,10.00313,83.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_HuoMen.prefab,"130265,130263",,13,0,,0,0,0,0,0,0,,,,0,,0
688,101,130261,"37,0,86",31,5,"0,270,0","36,10.00313,87.1_36,10.00313,84.9_38,10.00313,84.9_38,10.00313,87.1",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_f.prefab,,,13,7,,0,0,0,0,0,0,,,,0,,0
689,101,130262,"37,0,89",57,1,"0,90,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a_Empty.prefab,130263,130260,13,6,,0,0,0,0,0,0,,,,0,,0
690,101,130263,"42,0,89",32,1,"0,90,0","43,10.00313,86.8_43,10.00313,91.2_41,10.00313,91.2_41,10.00313,86.8",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a.prefab,,,13,6,,0,0,0,0,0,0,,,,0,,0
691,101,130264,"44,0,92",57,1,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a_Empty.prefab,130265,130260,13,3,,0,0,0,0,0,0,,,,0,,0
692,101,130265,"44,0,86",32,1,"0,0,0","46.2,10.00313,87_41.8,10.00313,87_41.8,10.00313,85_46.2,10.00313,85",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a.prefab,,,13,3,,0,0,0,0,0,0,,,,0,,0
693,101,130266,"40,0,92",31,1,"0,0,0","42.2,10.00313,93_37.8,10.00313,93_37.8,10.00313,91_42.2,10.00313,91",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_b.prefab,,,13,4,,0,0,0,0,0,1,,,,0,,0
694,101,130267,"47,0,92",31,2,"0,0,0","48.1,10.00313,93_45.9,10.00313,93_45.9,10.00313,91_48.1,10.00313,91",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_c.prefab,,,13,2,,0,0,0,0,0,1,,,,0,,0
695,101,130268,"37,0,92",31,3,"0,180,0","35.9,10.00313,91_38.1,10.00313,91_38.1,10.00313,93_35.9,10.00313,93",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_d.prefab,,,13,5,,0,0,0,0,0,2,,,,0,,0
696,101,130269,"49,0,92",31,4,"0,180,0","47.9,10.00313,91_50.1,10.00313,91_50.1,10.00313,93_47.9,10.00313,93",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_e.prefab,,,13,1,,0,0,0,0,0,0,,,,0,,0
697,101,130270,"42,0,84",15,0,"0,0,0","43,10.00313,85_41,10.00313,85_41,10.00313,83_43,10.00313,83",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
698,101,130271,"61,0,84",21,0,"0,90,0","62.1,10.00313,82.9_62.1,10.00313,85.1_59.9,10.00313,85.1_59.9,10.00313,82.9",0,"1,1,1",Prefab/PuzzleMap/Prop/P_HugeRock_1_YJ.prefab,,"130277,130278,130279,130280,130281,130282,130283,130284,130285,130286,130287,130288,130289,130290,130291,130292,130293,130294,130295,130296",13,0,,0,0,0,0,0,0,,,,0,,0
699,101,130272,"48,0,90",15,0,"0,0,0","49,10.00313,91_47,10.00313,91_47,10.00313,89_49,10.00313,89",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
700,101,130277,"62,0,86",65,1,"0,0,0","63,10.00313,87.25_61,10.00313,87.25_61,10.00313,85.75_63,10.00313,85.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
701,101,130278,"60,0,86",65,1,"0,0,0","61,10.00313,87.25_59,10.00313,87.25_59,10.00313,85.75_61,10.00313,85.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
702,101,130279,"58,0,86",65,1,"0,0,0","59,10.00313,87.25_57,10.00313,87.25_57,10.00313,85.75_59,10.00313,85.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
703,101,130280,"56,0,86",65,1,"0,0,0","57,10.00313,87.25_55,10.00313,87.25_55,10.00313,85.75_57,10.00313,85.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
704,101,130281,"54,0,86",65,2,"0,0,0","55.25,10.00313,87_53.75,10.00313,87_53.75,10.00313,85_55.25,10.00313,85",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
705,101,130282,"54,0,84",65,2,"0,0,0","55.25,10.00313,85_53.75,10.00313,85_53.75,10.00313,83_55.25,10.00313,83",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
706,101,130283,"54,0,82",65,1,"0,0,0","55,10.00313,83.25_53,10.00313,83.25_53,10.00313,81.75_55,10.00313,81.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
707,101,130284,"52,0,82",65,1,"0,0,0","53,10.00313,83.25_51,10.00313,83.25_51,10.00313,81.75_53,10.00313,81.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
708,101,130285,"50,0,82",65,1,"0,0,0","51,10.00313,83.25_49,10.00313,83.25_49,10.00313,81.75_51,10.00313,81.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
709,101,130286,"48,0,82",65,2,"0,0,0","49.25,10.00313,83_47.75,10.00313,83_47.75,10.00313,81_49.25,10.00313,81",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
710,101,130287,"48,0,80",65,2,"0,0,0","49.25,10.00313,81_47.75,10.00313,81_47.75,10.00313,79_49.25,10.00313,79",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
711,101,130288,"48,0,79",65,1,"0,0,0","49,10.00313,80.25_47,10.00313,80.25_47,10.00313,78.75_49,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
712,101,130289,"46,0,79",65,1,"0,0,0","47,10.00313,80.25_45,10.00313,80.25_45,10.00313,78.75_47,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
713,101,130290,"44,0,79",65,1,"0,0,0","45,10.00313,80.25_43,10.00313,80.25_43,10.00313,78.75_45,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
714,101,130291,"42,0,79",65,1,"0,0,0","43,10.00313,80.25_41,10.00313,80.25_41,10.00313,78.75_43,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
715,101,130292,"40,0,79",65,1,"0,0,0","41,10.00313,80.25_39,10.00313,80.25_39,10.00313,78.75_41,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
716,101,130293,"38,0,79",65,1,"0,0,0","39,10.00313,80.25_37,10.00313,80.25_37,10.00313,78.75_39,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
717,101,130294,"36,0,79",65,1,"0,0,0","37,10.00313,80.25_35,10.00313,80.25_35,10.00313,78.75_37,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
718,101,130295,"34,0,79",65,1,"0,0,0","35,10.00313,80.25_33,10.00313,80.25_33,10.00313,78.75_35,10.00313,78.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
719,101,130296,"61.0878982543945,0,86.1620025634766",22,0,"0,0,0","62.0879,10.00313,87.162_60.0879,10.00313,87.162_60.0879,10.00313,85.162_62.0879,10.00313,85.162",1,"1,1,1",Prefab/PuzzleMap/Prop/YanJiang_1.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
720,101,130326,"62,0,89",17,0,"0,90,0","62.75,10.00313,87_62.75,10.00313,91_61.25,10.00313,91_61.25,10.00313,87",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Tengti_01.prefab,130327,,13,0,,0,0,0,0,0,0,,,,0,,0
721,101,130327,"53,0,93",18,0,"0,0,0","53.75,14.00317,93.75_52.25,14.00317,93.75_52.25,14.00317,92.25_53.75,14.00317,92.25",0,"1,1,1",Prefab/PuzzleMap/Prop/P_ShuiHu.prefab,,,13,0,,0,0,0,0,0,0,,,,0,,0
722,101,130339,"53,0,88",9,2,"0,0,0","54.5,10.00313,88.5_51.5,10.00313,88.5_51.5,10.00313,87.5_54.5,10.00313,87.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Tizi_2.prefab,130340,,13,0,,0,0,0,0,0,0,,,,0,,0
