paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
1230004,123,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
1230006,123,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
1230008,123,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
1240002,124,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
1240004,124,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
1240006,124,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
1240008,124,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
1310002,131,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
1310004,131,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
1310006,131,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
1310008,131,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
1320002,132,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
1320004,132,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
1320006,132,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
1320008,132,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
1330002,133,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
1330004,133,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
1330006,133,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
1330008,133,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
1340002,134,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
1340004,134,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
1340006,134,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
1340008,134,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
1410002,141,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
1410004,141,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
1410006,141,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
1410008,141,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
1420002,142,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
1420004,142,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
1420006,142,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
1420008,142,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
1430002,143,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
1430004,143,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
1430006,143,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
1430008,143,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
1440002,144,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
1440004,144,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
1440006,144,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
1440008,144,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
1510002,151,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
1510004,151,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
1510006,151,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
1510008,151,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
1520002,152,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
1520004,152,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
1520006,152,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
1520008,152,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
1530002,153,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
1530004,153,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
1530006,153,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
1530008,153,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
1540002,154,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
1540004,154,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
1540006,154,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
1540008,154,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
