paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,15,16,17,18,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,38400001:,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
42637074,74级粗布护腕,迷宫,370741,3,7,0,0:10,30,74,74,46700001:17,0:100,0,3:100,3074712:1_3074762:2_3074772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637075,75级粗布护腕,迷宫,370751,3,7,0,0:10,30,75,75,46700001:17,0:100,0,3:100,3075712:1_3075762:2_3075772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637076,76级粗布护腕,迷宫,370761,3,7,0,0:10,30,76,76,46700001:17,0:100,0,3:100,3076712:1_3076762:2_3076772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637077,77级粗布护腕,迷宫,370771,3,7,0,0:10,30,77,77,46700001:17,0:100,0,3:100,3077712:1_3077762:2_3077772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637078,78级粗布护腕,迷宫,370781,3,7,0,0:10,30,78,78,46700001:17,0:100,0,3:100,3078712:1_3078762:2_3078772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637079,79级粗布护腕,迷宫,370791,3,7,0,0:10,30,79,79,46700001:18,0:100,0,3:100,3079712:1_3079762:2_3079772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637080,80级粗布护腕,迷宫,370801,3,7,0,0:10,30,80,80,46700001:18,0:100,0,3:100,3080712:1_3080762:2_3080772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637081,81级粗布护腕,迷宫,370811,3,7,0,0:10,30,81,81,46700001:18,0:100,0,3:100,3081712:1_3081762:2_3081772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637082,82级粗布护腕,迷宫,370821,3,7,0,0:10,30,82,82,46700001:18,0:100,0,3:100,3082712:1_3082762:2_3082772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637083,83级粗布护腕,迷宫,370831,3,7,0,0:10,30,83,83,46700001:18,0:100,0,3:100,3083712:1_3083762:2_3083772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637084,84级粗布护腕,迷宫,370841,3,7,0,0:10,30,84,84,46700001:19,0:100,0,3:100,3084712:1_3084762:2_3084772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637085,85级粗布护腕,迷宫,370851,3,7,0,0:10,30,85,85,46700001:19,0:100,0,3:100,3085712:1_3085762:2_3085772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637086,86级粗布护腕,迷宫,370861,3,7,0,0:10,30,86,86,46700001:19,0:100,0,3:100,3086712:1_3086762:2_3086772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637087,87级粗布护腕,迷宫,370871,3,7,0,0:10,30,87,87,46700001:19,0:100,0,3:100,3087712:1_3087762:2_3087772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637088,88级粗布护腕,迷宫,370881,3,7,0,0:10,30,88,88,46700001:19,0:100,0,3:100,3088712:1_3088762:2_3088772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637089,89级粗布护腕,迷宫,370891,3,7,0,0:10,30,89,89,46700001:20,0:100,0,3:100,3089712:1_3089762:2_3089772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637090,90级粗布护腕,迷宫,370901,3,7,0,0:10,30,90,90,46700001:20,0:100,0,3:100,3090712:1_3090762:2_3090772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637091,91级粗布护腕,迷宫,370911,3,7,0,0:10,30,91,91,46700001:20,0:100,0,3:100,3091712:1_3091762:2_3091772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637092,92级粗布护腕,迷宫,370921,3,7,0,0:10,30,92,92,46700001:20,0:100,0,3:100,3092712:1_3092762:2_3092772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637093,93级粗布护腕,迷宫,370931,3,7,0,0:10,30,93,93,46700001:20,0:100,0,3:100,3093712:1_3093762:2_3093772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637094,94级粗布护腕,迷宫,370941,3,7,0,0:10,30,94,94,46700001:21,0:100,0,3:100,3094712:1_3094762:2_3094772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637095,95级粗布护腕,迷宫,370951,3,7,0,0:10,30,95,95,46700001:21,0:100,0,3:100,3095712:1_3095762:2_3095772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637096,96级粗布护腕,迷宫,370961,3,7,0,0:10,30,96,96,46700001:21,0:100,0,3:100,3096712:1_3096762:2_3096772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637097,97级粗布护腕,迷宫,370971,3,7,0,0:10,30,97,97,46700001:21,0:100,0,3:100,3097712:1_3097762:2_3097772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637098,98级粗布护腕,迷宫,370981,3,7,0,0:10,30,98,98,46700001:21,0:100,0,3:100,3098712:1_3098762:2_3098772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637099,99级粗布护腕,迷宫,370991,3,7,0,0:10,30,99,99,46700001:22,0:100,0,3:100,3099712:1_3099762:2_3099772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637100,100级粗布护腕,迷宫,371001,3,7,0,0:10,30,100,100,46700001:22,0:100,0,3:100,3100712:1_3100762:2_3100772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637101,101级粗布护腕,迷宫,371011,3,7,0,0:10,30,101,101,46700001:22,0:100,0,3:100,3101712:1_3101762:2_3101772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637102,102级粗布护腕,迷宫,371021,3,7,0,0:10,30,102,102,46700001:22,0:100,0,3:100,3102712:1_3102762:2_3102772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637103,103级粗布护腕,迷宫,371031,3,7,0,0:10,30,103,103,46700001:22,0:100,0,3:100,3103712:1_3103762:2_3103772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637104,104级粗布护腕,迷宫,371041,3,7,0,0:10,30,104,104,46700001:23,0:100,0,3:100,3104712:1_3104762:2_3104772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637105,105级粗布护腕,迷宫,371051,3,7,0,0:10,30,105,105,46700001:23,0:100,0,3:100,3105712:1_3105762:2_3105772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637106,106级粗布护腕,迷宫,371061,3,7,0,0:10,30,106,106,46700001:23,0:100,0,3:100,3106712:1_3106762:2_3106772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637107,107级粗布护腕,迷宫,371071,3,7,0,0:10,30,107,107,46700001:23,0:100,0,3:100,3107712:1_3107762:2_3107772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637108,108级粗布护腕,迷宫,371081,3,7,0,0:10,30,108,108,46700001:23,0:100,0,3:100,3108712:1_3108762:2_3108772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637109,109级粗布护腕,迷宫,371091,3,7,0,0:10,30,109,109,46700001:24,0:100,0,3:100,3109712:1_3109762:2_3109772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637110,110级粗布护腕,迷宫,371101,3,7,0,0:10,30,110,110,46700001:24,0:100,0,3:100,3110712:1_3110762:2_3110772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637111,111级粗布护腕,迷宫,371111,3,7,0,0:10,30,111,111,46700001:24,0:100,0,3:100,3111712:1_3111762:2_3111772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637112,112级粗布护腕,迷宫,371121,3,7,0,0:10,30,112,112,46700001:24,0:100,0,3:100,3112712:1_3112762:2_3112772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637113,113级粗布护腕,迷宫,371131,3,7,0,0:10,30,113,113,46700001:24,0:100,0,3:100,3113712:1_3113762:2_3113772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637114,114级粗布护腕,迷宫,371141,3,7,0,0:10,30,114,114,46700001:25,0:100,0,3:100,3114712:1_3114762:2_3114772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637115,115级粗布护腕,迷宫,371151,3,7,0,0:10,30,115,115,46700001:25,0:100,0,3:100,3115712:1_3115762:2_3115772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637116,116级粗布护腕,迷宫,371161,3,7,0,0:10,30,116,116,46700001:25,0:100,0,3:100,3116712:1_3116762:2_3116772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637117,117级粗布护腕,迷宫,371171,3,7,0,0:10,30,117,117,46700001:25,0:100,0,3:100,3117712:1_3117762:2_3117772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637118,118级粗布护腕,迷宫,371181,3,7,0,0:10,30,118,118,46700001:25,0:100,0,3:100,3118712:1_3118762:2_3118772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637119,119级粗布护腕,迷宫,371191,3,7,0,0:10,30,119,119,46700001:26,0:100,0,3:100,3119712:1_3119762:2_3119772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637120,120级粗布护腕,迷宫,371201,3,7,0,0:10,30,120,120,46700001:26,0:100,0,3:100,3120712:1_3120762:2_3120772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637121,121级粗布护腕,迷宫,371211,3,7,0,0:10,30,121,121,46700001:26,0:100,0,3:100,3121712:1_3121762:2_3121772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637122,122级粗布护腕,迷宫,371221,3,7,0,0:10,30,122,122,46700001:26,0:100,0,3:100,3122712:1_3122762:2_3122772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637123,123级粗布护腕,迷宫,371231,3,7,0,0:10,30,123,123,46700001:26,0:100,0,3:100,3123712:1_3123762:2_3123772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637124,124级粗布护腕,迷宫,371241,3,7,0,0:10,30,124,124,46700001:27,0:100,0,3:100,3124712:1_3124762:2_3124772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637125,125级粗布护腕,迷宫,371251,3,7,0,0:10,30,125,125,46700001:27,0:100,0,3:100,3125712:1_3125762:2_3125772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637126,126级粗布护腕,迷宫,371261,3,7,0,0:10,30,126,126,46700001:27,0:100,0,3:100,3126712:1_3126762:2_3126772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637127,127级粗布护腕,迷宫,371271,3,7,0,0:10,30,127,127,46700001:27,0:100,0,3:100,3127712:1_3127762:2_3127772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637128,128级粗布护腕,迷宫,371281,3,7,0,0:10,30,128,128,46700001:27,0:100,0,3:100,3128712:1_3128762:2_3128772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637129,129级粗布护腕,迷宫,371291,3,7,0,0:10,30,129,129,46700001:28,0:100,0,3:100,3129712:1_3129762:2_3129772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637130,130级粗布护腕,迷宫,371301,3,7,0,0:10,30,130,130,46700001:28,0:100,0,3:100,3130712:1_3130762:2_3130772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637131,131级粗布护腕,迷宫,371311,3,7,0,0:10,30,131,131,46700001:28,0:100,0,3:100,3131712:1_3131762:2_3131772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637132,132级粗布护腕,迷宫,371321,3,7,0,0:10,30,132,132,46700001:28,0:100,0,3:100,3132712:1_3132762:2_3132772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637133,133级粗布护腕,迷宫,371331,3,7,0,0:10,30,133,133,46700001:28,0:100,0,3:100,3133712:1_3133762:2_3133772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637134,134级粗布护腕,迷宫,371341,3,7,0,0:10,30,134,134,46700001:29,0:100,0,3:100,3134712:1_3134762:2_3134772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637135,135级粗布护腕,迷宫,371351,3,7,0,0:10,30,135,135,46700001:29,0:100,0,3:100,3135712:1_3135762:2_3135772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637136,136级粗布护腕,迷宫,371361,3,7,0,0:10,30,136,136,46700001:29,0:100,0,3:100,3136712:1_3136762:2_3136772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637137,137级粗布护腕,迷宫,371371,3,7,0,0:10,30,137,137,46700001:29,0:100,0,3:100,3137712:1_3137762:2_3137772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637138,138级粗布护腕,迷宫,371381,3,7,0,0:10,30,138,138,46700001:29,0:100,0,3:100,3138712:1_3138762:2_3138772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637139,139级粗布护腕,迷宫,371391,3,7,0,0:10,30,139,139,46700001:30,0:100,0,3:100,3139712:1_3139762:2_3139772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637140,140级粗布护腕,迷宫,371401,3,7,0,0:10,30,140,140,46700001:30,0:100,0,3:100,3140712:1_3140762:2_3140772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637141,141级粗布护腕,迷宫,371411,3,7,0,0:10,30,141,141,46700001:30,0:100,0,3:100,3141712:1_3141762:2_3141772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637142,142级粗布护腕,迷宫,371421,3,7,0,0:10,30,142,142,46700001:30,0:100,0,3:100,3142712:1_3142762:2_3142772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637143,143级粗布护腕,迷宫,371431,3,7,0,0:10,30,143,143,46700001:30,0:100,0,3:100,3143712:1_3143762:2_3143772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637144,144级粗布护腕,迷宫,371441,3,7,0,0:10,30,144,144,46700001:31,0:100,0,3:100,3144712:1_3144762:2_3144772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637145,145级粗布护腕,迷宫,371451,3,7,0,0:10,30,145,145,46700001:31,0:100,0,3:100,3145712:1_3145762:2_3145772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637146,146级粗布护腕,迷宫,371461,3,7,0,0:10,30,146,146,46700001:31,0:100,0,3:100,3146712:1_3146762:2_3146772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637147,147级粗布护腕,迷宫,371471,3,7,0,0:10,30,147,147,46700001:31,0:100,0,3:100,3147712:1_3147762:2_3147772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637148,148级粗布护腕,迷宫,371481,3,7,0,0:10,30,148,148,46700001:31,0:100,0,3:100,3148712:1_3148762:2_3148772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637149,149级粗布护腕,迷宫,371491,3,7,0,0:10,30,149,149,46700001:32,0:100,0,3:100,3149712:1_3149762:2_3149772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637150,150级粗布护腕,迷宫,371501,3,7,0,0:10,30,150,150,46700001:32,0:100,0,3:100,3150712:1_3150762:2_3150772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637151,151级粗布护腕,迷宫,371511,3,7,0,0:10,30,151,151,46700001:32,0:100,0,3:100,3151712:1_3151762:2_3151772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637152,152级粗布护腕,迷宫,371521,3,7,0,0:10,30,152,152,46700001:32,0:100,0,3:100,3152712:1_3152762:2_3152772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637153,153级粗布护腕,迷宫,371531,3,7,0,0:10,30,153,153,46700001:32,0:100,0,3:100,3153712:1_3153762:2_3153772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637154,154级粗布护腕,迷宫,371541,3,7,0,0:10,30,154,154,46700001:33,0:100,0,3:100,3154712:1_3154762:2_3154772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637155,155级粗布护腕,迷宫,371551,3,7,0,0:10,30,155,155,46700001:33,0:100,0,3:100,3155712:1_3155762:2_3155772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637156,156级粗布护腕,迷宫,371561,3,7,0,0:10,30,156,156,46700001:33,0:100,0,3:100,3156712:1_3156762:2_3156772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637157,157级粗布护腕,迷宫,371571,3,7,0,0:10,30,157,157,46700001:33,0:100,0,3:100,3157712:1_3157762:2_3157772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42637158,158级粗布护腕,迷宫,371581,3,7,0,0:10,30,158,158,46700001:33,0:100,0,3:100,3158712:1_3158762:2_3158772:3,0:100,3001722:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
